kepid,koi_disposition
3640905,"CONFIRMED"
3640905,"CONFIRMED"
4060815,"FALSE POSITIVE"
6613006,"FALSE POSITIVE"
6606653,"FALSE POSITIVE"
10790387,"CONFIRMED"
10748393,"FALSE POSITIVE"
10874226,"FALSE POSITIVE"
10661771,"FALSE POSITIVE"
10924853,"FALSE POSITIVE"
10874926,"FALSE POSITIVE"
6631721,"FALSE POSITIVE"
6847018,"FALSE POSITIVE"
7220322,"FALSE POSITIVE"
6956233,"FALSE POSITIVE"
7303287,"CONFIRMED"
7303287,"CONFIRMED"
11512246,"CONFIRMED"
8916492,"FALSE POSITIVE"
11193447,"FALSE POSITIVE"
11517719,"CONFIRMED"
11599264,"FALSE POSITIVE"
11100657,"FALSE POSITIVE"
6620003,"CANDIDATE"
6621116,"FALSE POSITIVE"
6629332,"FALSE POSITIVE"
6387450,"FALSE POSITIVE"
12252424,"CONFIRMED"
6432059,"FALSE POSITIVE"
6470149,"FALSE POSITIVE"
10549562,"FALSE POSITIVE"
10874614,"CONFIRMED"
6541920,"CONFIRMED"
10666230,"FALSE POSITIVE"
10971674,"FALSE POSITIVE"
6891543,"FALSE POSITIVE"
7211141,"CONFIRMED"
7363829,"CANDIDATE"
6719086,"CANDIDATE"
7376983,"CONFIRMED"
5084942,"CONFIRMED"
11125936,"FALSE POSITIVE"
11026304,"CANDIDATE"
11342550,"CANDIDATE"
11497958,"CONFIRMED"
11497958,"CONFIRMED"
11512246,"CONFIRMED"
6462874,"FALSE POSITIVE"
6665223,"FALSE POSITIVE"
6545358,"FALSE POSITIVE"
6390824,"FALSE POSITIVE"
6546528,"FALSE POSITIVE"
10676923,"FALSE POSITIVE"
10604335,"CONFIRMED"
10604335,"CONFIRMED"
10864656,"CONFIRMED"
10975146,"CONFIRMED"
10538176,"CONFIRMED"
7376983,"CONFIRMED"
7376983,"CONFIRMED"
7376983,"CONFIRMED"
6946199,"CONFIRMED"
6946199,"CANDIDATE"
11497958,"CONFIRMED"
11177707,"CONFIRMED"
11611600,"CONFIRMED"
11254382,"CONFIRMED"
11122894,"CONFIRMED"
6677841,"CONFIRMED"
6677841,"CONFIRMED"
6677841,"CONFIRMED"
9970525,"FALSE POSITIVE"
6531491,"FALSE POSITIVE"
6383821,"CONFIRMED"
10538176,"CONFIRMED"
10724369,"CONFIRMED"
6541920,"CONFIRMED"
10867062,"CANDIDATE"
10744335,"CONFIRMED"
4860678,"CONFIRMED"
5177104,"CONFIRMED"
7023960,"FALSE POSITIVE"
10033279,"FALSE POSITIVE"
5009189,"FALSE POSITIVE"
8230616,"CONFIRMED"
9836959,"CONFIRMED"
9838949,"CONFIRMED"
9895006,"CONFIRMED"
9896558,"CONFIRMED"
9589323,"CONFIRMED"
9823487,"CONFIRMED"
9602514,"FALSE POSITIVE"
9726659,"CONFIRMED"
12108312,"FALSE POSITIVE"
5371776,"CONFIRMED"
5371776,"CONFIRMED"
5371776,"CONFIRMED"
9573539,"CONFIRMED"
5371776,"CONFIRMED"
9886661,"CONFIRMED"
5477805,"FALSE POSITIVE"
10055126,"CONFIRMED"
10055126,"CONFIRMED"
5009743,"CONFIRMED"
10015937,"CONFIRMED"
10019065,"CONFIRMED"
7950644,"CONFIRMED"
10080248,"CONFIRMED"
10213902,"CONFIRMED"
9842906,"FALSE POSITIVE"
11821363,"CONFIRMED"
7629518,"CONFIRMED"
10810838,"CONFIRMED"
4828341,"FALSE POSITIVE"
10019763,"FALSE POSITIVE"
9899280,"FALSE POSITIVE"
8046659,"CANDIDATE"
4940438,"FALSE POSITIVE"
5308663,"FALSE POSITIVE"
5474733,"FALSE POSITIVE"
10963065,"CONFIRMED"
6268648,"CONFIRMED"
10125352,"FALSE POSITIVE"
5357901,"CONFIRMED"
4278221,"CONFIRMED"
10214162,"CONFIRMED"
10905746,"CONFIRMED"
8242434,"CONFIRMED"
6185331,"CONFIRMED"
11820830,"FALSE POSITIVE"
11774387,"FALSE POSITIVE"
9636135,"CONFIRMED"
9636135,"CONFIRMED"
7841925,"CONFIRMED"
7841925,"CANDIDATE"
7841925,"CONFIRMED"
5219234,"CONFIRMED"
5219234,"CONFIRMED"
5219234,"CONFIRMED"
5219234,"CONFIRMED"
12504988,"FALSE POSITIVE"
9015738,"CONFIRMED"
7215603,"CONFIRMED"
4276716,"CANDIDATE"
5561278,"CONFIRMED"
7287683,"CANDIDATE"
6387542,"CONFIRMED"
8266276,"CANDIDATE"
6869184,"CONFIRMED"
8396405,"CANDIDATE"
10799735,"FALSE POSITIVE"
6604328,"CONFIRMED"
9719634,"FALSE POSITIVE"
7439316,"CONFIRMED"
12061238,"FALSE POSITIVE"
8323753,"FALSE POSITIVE"
12400538,"CONFIRMED"
5184584,"CONFIRMED"
5636648,"FALSE POSITIVE"
5564247,"FALSE POSITIVE"
5438099,"CONFIRMED"
5438099,"CONFIRMED"
6543893,"CONFIRMED"
6543893,"CONFIRMED"
6975129,"CONFIRMED"
11391018,"CONFIRMED"
8685497,"CONFIRMED"
4365645,"CONFIRMED"
7199906,"CANDIDATE"
8197343,"CONFIRMED"
7032421,"FALSE POSITIVE"
6786348,"CONFIRMED"
6209677,"CONFIRMED"
9641018,"FALSE POSITIVE"
9813499,"CONFIRMED"
12254792,"CONFIRMED"
12020218,"CONFIRMED"
7690844,"CONFIRMED"
9535080,"FALSE POSITIVE"
5438099,"CONFIRMED"
5438099,"CONFIRMED"
5210475,"FALSE POSITIVE"
8009350,"CONFIRMED"
8082001,"CONFIRMED"
9017682,"CANDIDATE"
9277896,"CONFIRMED"
9401997,"CONFIRMED"
10686864,"CONFIRMED"
10749128,"CANDIDATE"
11904734,"CANDIDATE"
8043714,"FALSE POSITIVE"
7918217,"FALSE POSITIVE"
10153011,"CANDIDATE"
9631995,"CONFIRMED"
11870545,"CANDIDATE"
7901948,"CONFIRMED"
11955499,"FALSE POSITIVE"
6442377,"CONFIRMED"
9784222,"FALSE POSITIVE"
5376836,"FALSE POSITIVE"
5557821,"FALSE POSITIVE"
10004519,"CONFIRMED"
5031857,"CONFIRMED"
5031857,"CANDIDATE"
10879038,"CONFIRMED"
10990917,"CONFIRMED"
11043136,"FALSE POSITIVE"
11046025,"CONFIRMED"
5771719,"FALSE POSITIVE"
9729691,"CONFIRMED"
9729691,"CONFIRMED"
4950232,"FALSE POSITIVE"
10904857,"CONFIRMED"
8651389,"CONFIRMED"
9520668,"FALSE POSITIVE"
7871954,"CONFIRMED"
7871954,"CONFIRMED"
12418724,"CONFIRMED"
7456001,"CONFIRMED"
10028792,"CONFIRMED"
10028792,"CONFIRMED"
10028792,"CANDIDATE"
5553652,"FALSE POSITIVE"
5299459,"CONFIRMED"
11153121,"CONFIRMED"
11153121,"CONFIRMED"
11153121,"CANDIDATE"
11177543,"CONFIRMED"
11337141,"CONFIRMED"
6705142,"CANDIDATE"
3967760,"CONFIRMED"
3967760,"CONFIRMED"
4067336,"FALSE POSITIVE"
5387843,"FALSE POSITIVE"
7549209,"CONFIRMED"
7663405,"CONFIRMED"
9765975,"CONFIRMED"
9818462,"CONFIRMED"
6803202,"CONFIRMED"
5299459,"CONFIRMED"
9651668,"CONFIRMED"
5299459,"CANDIDATE"
12506770,"CONFIRMED"
5629985,"FALSE POSITIVE"
9898364,"FALSE POSITIVE"
11337372,"CONFIRMED"
11337833,"CONFIRMED"
11546211,"FALSE POSITIVE"
11547505,"CONFIRMED"
4471747,"CANDIDATE"
11502867,"CONFIRMED"
9909735,"CONFIRMED"
9909735,"CONFIRMED"
11551692,"CONFIRMED"
11551692,"CONFIRMED"
12266636,"CONFIRMED"
9850893,"FALSE POSITIVE"
4826110,"FALSE POSITIVE"
7869917,"CONFIRMED"
9824805,"CONFIRMED"
5193400,"FALSE POSITIVE"
7939330,"CONFIRMED"
7939330,"CONFIRMED"
4918309,"CANDIDATE"
12602568,"CONFIRMED"
9941066,"CONFIRMED"
5972334,"CONFIRMED"
4650733,"CONFIRMED"
4830605,"CANDIDATE"
4832197,"FALSE POSITIVE"
4844004,"FALSE POSITIVE"
12120943,"CANDIDATE"
7831264,"CONFIRMED"
9761199,"FALSE POSITIVE"
7751571,"FALSE POSITIVE"
9579499,"FALSE POSITIVE"
11913013,"FALSE POSITIVE"
7768451,"CANDIDATE"
7691260,"CONFIRMED"
9821454,"CONFIRMED"
9821454,"CONFIRMED"
11954842,"CONFIRMED"
7972785,"FALSE POSITIVE"
5470739,"CONFIRMED"
10022908,"CONFIRMED"
9932970,"CANDIDATE"
5617854,"CONFIRMED"
4932442,"CONFIRMED"
4932442,"CANDIDATE"
5183357,"CONFIRMED"
5269467,"CONFIRMED"
5360920,"CANDIDATE"
7672940,"FALSE POSITIVE"
7838655,"FALSE POSITIVE"
11702948,"CANDIDATE"
9512981,"CANDIDATE"
7770450,"FALSE POSITIVE"
11455491,"FALSE POSITIVE"
11764462,"CONFIRMED"
11656246,"CONFIRMED"
7808587,"CONFIRMED"
4741126,"CONFIRMED"
5301750,"CONFIRMED"
5301750,"CONFIRMED"
5301750,"CONFIRMED"
5301750,"CONFIRMED"
5301750,"CONFIRMED"
5526717,"CONFIRMED"
5972334,"CONFIRMED"
5526717,"CANDIDATE"
5530882,"FALSE POSITIVE"
5531953,"CANDIDATE"
6034945,"CONFIRMED"
9851226,"FALSE POSITIVE"
8692861,"CONFIRMED"
7543649,"FALSE POSITIVE"
9480310,"CONFIRMED"
11858748,"FALSE POSITIVE"
4741126,"CONFIRMED"
11669125,"CONFIRMED"
12159249,"CONFIRMED"
9872292,"CANDIDATE"
9963461,"FALSE POSITIVE"
8081482,"FALSE POSITIVE"
5542466,"CANDIDATE"
4178389,"CANDIDATE"
5542466,"CONFIRMED"
5542466,"CANDIDATE"
10028140,"CONFIRMED"
6048024,"FALSE POSITIVE"
6049190,"CONFIRMED"
6149553,"FALSE POSITIVE"
6198999,"CONFIRMED"
6310636,"CONFIRMED"
6616218,"CONFIRMED"
7761545,"CONFIRMED"
7499398,"CANDIDATE"
12365184,"CONFIRMED"
4770365,"CONFIRMED"
4770365,"CONFIRMED"
4770365,"CONFIRMED"
10748390,"CONFIRMED"
11804465,"CONFIRMED"
9663113,"CONFIRMED"
5649956,"FALSE POSITIVE"
4840513,"FALSE POSITIVE"
5217586,"FALSE POSITIVE"
5289854,"CONFIRMED"
5289854,"CONFIRMED"
9895709,"FALSE POSITIVE"
10006581,"CONFIRMED"
5972334,"CANDIDATE"
6616218,"CONFIRMED"
6696462,"FALSE POSITIVE"
7220429,"CONFIRMED"
7222086,"FALSE POSITIVE"
12406749,"CONFIRMED"
8692861,"CONFIRMED"
7811397,"CANDIDATE"
12403119,"CONFIRMED"
9842890,"FALSE POSITIVE"
8113154,"FALSE POSITIVE"
5270698,"FALSE POSITIVE"
5024450,"FALSE POSITIVE"
5282049,"FALSE POSITIVE"
5475431,"CANDIDATE"
10027323,"CONFIRMED"
10027323,"CONFIRMED"
12019440,"CONFIRMED"
5039228,"CANDIDATE"
10004738,"CONFIRMED"
10004738,"CONFIRMED"
7304449,"CONFIRMED"
7386827,"CONFIRMED"
7522911,"CONFIRMED"
7626370,"CONFIRMED"
7703955,"CONFIRMED"
7512982,"CONFIRMED"
7512982,"CANDIDATE"
9597806,"CONFIRMED"
7812167,"FALSE POSITIVE"
11760959,"FALSE POSITIVE"
5283458,"CANDIDATE"
9940565,"FALSE POSITIVE"
8053552,"CANDIDATE"
9663113,"CONFIRMED"
8111381,"FALSE POSITIVE"
5444549,"FALSE POSITIVE"
10004738,"CONFIRMED"
5474613,"CONFIRMED"
4860932,"FALSE POSITIVE"
5438757,"CONFIRMED"
5438757,"CONFIRMED"
7750419,"CANDIDATE"
5972334,"CONFIRMED"
7815744,"CONFIRMED"
7955580,"CONFIRMED"
8230616,"CONFIRMED"
9692345,"FALSE POSITIVE"
7898352,"CONFIRMED"
11402995,"CONFIRMED"
7898352,"CONFIRMED"
12062667,"FALSE POSITIVE"
7984047,"CANDIDATE"
7951018,"CONFIRMED"
9899355,"FALSE POSITIVE"
12644774,"FALSE POSITIVE"
9902856,"FALSE POSITIVE"
7747425,"CONFIRMED"
9892816,"CONFIRMED"
9892816,"CONFIRMED"
9836149,"CONFIRMED"
4813563,"CONFIRMED"
2985767,"CONFIRMED"
2304320,"CONFIRMED"
3657758,"CONFIRMED"
9790806,"CONFIRMED"
6382217,"CONFIRMED"
5375194,"CONFIRMED"
6468138,"CONFIRMED"
10019708,"CONFIRMED"
11875734,"CONFIRMED"
7697568,"FALSE POSITIVE"
7046804,"CONFIRMED"
7449136,"CONFIRMED"
8680979,"CONFIRMED"
8680979,"CONFIRMED"
9030537,"CONFIRMED"
6949061,"CONFIRMED"
7269493,"CONFIRMED"
5513648,"CANDIDATE"
9164836,"FALSE POSITIVE"
7887791,"CANDIDATE"
11657891,"CONFIRMED"
6305192,"CONFIRMED"
6382217,"CONFIRMED"
9634821,"CONFIRMED"
9634821,"CANDIDATE"
8950568,"CONFIRMED"
3326377,"CONFIRMED"
11601584,"CONFIRMED"
11601584,"CONFIRMED"
11601584,"CONFIRMED"
11601584,"CONFIRMED"
8689793,"CONFIRMED"
11673802,"CONFIRMED"
4263293,"CONFIRMED"
4263293,"CONFIRMED"
4263293,"CONFIRMED"
5695524,"CONFIRMED"
6205897,"CONFIRMED"
7948784,"CONFIRMED"
9244756,"CONFIRMED"
9650808,"CONFIRMED"
9650808,"CONFIRMED"
8950568,"CONFIRMED"
8950568,"CONFIRMED"
8950568,"CONFIRMED"
8804845,"CONFIRMED"
10480915,"CONFIRMED"
11709244,"CONFIRMED"
11709244,"CONFIRMED"
11709244,"CONFIRMED"
10019708,"FALSE POSITIVE"
11853878,"CONFIRMED"
5728139,"CONFIRMED"
7668663,"CONFIRMED"
7047922,"CONFIRMED"
9353314,"CONFIRMED"
3629967,"CONFIRMED"
9347009,"CONFIRMED"
11253711,"CANDIDATE"
4917596,"CONFIRMED"
4743513,"FALSE POSITIVE"
11046458,"CONFIRMED"
9111849,"CANDIDATE"
7132798,"CONFIRMED"
3448130,"CONFIRMED"
9656252,"CONFIRMED"
6026438,"CONFIRMED"
9471268,"CONFIRMED"
9471268,"CONFIRMED"
9471268,"CONFIRMED"
10657406,"CONFIRMED"
5526527,"CONFIRMED"
5809954,"FALSE POSITIVE"
8766650,"CONFIRMED"
10328393,"CONFIRMED"
11773328,"CANDIDATE"
7094486,"CONFIRMED"
7289577,"CONFIRMED"
8543100,"CONFIRMED"
2693736,"CONFIRMED"
9412760,"CONFIRMED"
9412760,"CONFIRMED"
6026438,"CONFIRMED"
10663396,"CONFIRMED"
11457726,"CONFIRMED"
8956206,"CONFIRMED"
9649706,"CONFIRMED"
5856571,"CONFIRMED"
7765528,"CONFIRMED"
11760231,"CONFIRMED"
7779077,"CONFIRMED"
6046540,"CONFIRMED"
5706966,"CONFIRMED"
3762468,"CONFIRMED"
5706966,"CONFIRMED"
10130039,"CONFIRMED"
10130039,"CONFIRMED"
9518318,"CONFIRMED"
9518318,"CONFIRMED"
7273277,"CONFIRMED"
11769890,"CONFIRMED"
6862721,"CONFIRMED"
12301181,"CONFIRMED"
9279354,"CONFIRMED"
6774880,"CONFIRMED"
3937519,"CONFIRMED"
7449541,"CONFIRMED"
5080636,"CONFIRMED"
5080636,"CANDIDATE"
3338885,"CONFIRMED"
3338885,"CONFIRMED"
6776401,"CONFIRMED"
10130039,"CONFIRMED"
8226050,"CONFIRMED"
9965957,"CONFIRMED"
9704384,"CONFIRMED"
8426567,"CONFIRMED"
12508335,"FALSE POSITIVE"
10094670,"CONFIRMED"
8142942,"CONFIRMED"
8257205,"CONFIRMED"
9044228,"CONFIRMED"
7265298,"CONFIRMED"
7265298,"CONFIRMED"
7132798,"CONFIRMED"
3248501,"CANDIDATE"
2307415,"CONFIRMED"
7430034,"CONFIRMED"
9735426,"CONFIRMED"
8826168,"CONFIRMED"
10464050,"CONFIRMED"
9763348,"CONFIRMED"
9101496,"CONFIRMED"
6037581,"CONFIRMED"
10723750,"CONFIRMED"
6037581,"CONFIRMED"
6037581,"CONFIRMED"
10779233,"CONFIRMED"
11614617,"CONFIRMED"
11450414,"CONFIRMED"
4736569,"CONFIRMED"
10384798,"CONFIRMED"
2307415,"CONFIRMED"
3128552,"CONFIRMED"
10134152,"CONFIRMED"
9573685,"CONFIRMED"
10329835,"CONFIRMED"
6849046,"CONFIRMED"
8804397,"CONFIRMED"
9662811,"CONFIRMED"
11570749,"CANDIDATE"
11297236,"CONFIRMED"
10074466,"CONFIRMED"
8218379,"CONFIRMED"
7755636,"CONFIRMED"
9411166,"CONFIRMED"
9411166,"CANDIDATE"
4989057,"CONFIRMED"
9834040,"CONFIRMED"
6152974,"CONFIRMED"
8802693,"CONFIRMED"
6061773,"CONFIRMED"
10024701,"CONFIRMED"
2579043,"CANDIDATE"
3239671,"CONFIRMED"
9304101,"CONFIRMED"
11360571,"CONFIRMED"
6035124,"CONFIRMED"
8160953,"CONFIRMED"
8160953,"CANDIDATE"
4157325,"CONFIRMED"
4157325,"CONFIRMED"
4157325,"CONFIRMED"
5108214,"FALSE POSITIVE"
9955598,"CONFIRMED"
10723750,"CONFIRMED"
7219761,"FALSE POSITIVE"
5770074,"CONFIRMED"
10136549,"CONFIRMED"
9851271,"FALSE POSITIVE"
12154526,"CONFIRMED"
6665512,"CONFIRMED"
10525027,"CONFIRMED"
11069176,"CONFIRMED"
10005758,"CONFIRMED"
10158418,"CANDIDATE"
3128793,"FALSE POSITIVE"
5864975,"CONFIRMED"
2975770,"CONFIRMED"
3648437,"CANDIDATE"
7877496,"CONFIRMED"
7286173,"CONFIRMED"
11126381,"CONFIRMED"
4149450,"CONFIRMED"
10136549,"CONFIRMED"
5511081,"CONFIRMED"
5511081,"CONFIRMED"
5511081,"CONFIRMED"
5511081,"CONFIRMED"
10978763,"CONFIRMED"
11069176,"CONFIRMED"
8098728,"FALSE POSITIVE"
6152974,"CONFIRMED"
2449431,"CANDIDATE"
5631630,"CONFIRMED"
6504954,"CONFIRMED"
9410930,"CONFIRMED"
5731623,"CANDIDATE"
6153672,"FALSE POSITIVE"
10676014,"CONFIRMED"
9520838,"CONFIRMED"
8167996,"CONFIRMED"
8167996,"CONFIRMED"
8167996,"CONFIRMED"
6773862,"CONFIRMED"
10978763,"CONFIRMED"
10602291,"CANDIDATE"
10978763,"CONFIRMED"
5202905,"CONFIRMED"
9072190,"CONFIRMED"
5384079,"CONFIRMED"
9839821,"CONFIRMED"
4056616,"CONFIRMED"
6707908,"FALSE POSITIVE"
8492026,"CONFIRMED"
6867766,"FALSE POSITIVE"
6058614,"FALSE POSITIVE"
11017901,"CONFIRMED"
5088591,"CONFIRMED"
11298298,"CONFIRMED"
10187159,"CONFIRMED"
9758089,"CONFIRMED"
10619192,"CONFIRMED"
9883311,"CANDIDATE"
4939346,"CONFIRMED"
4242147,"CANDIDATE"
5396122,"FALSE POSITIVE"
10190777,"CONFIRMED"
9651234,"CONFIRMED"
7045496,"CONFIRMED"
8750043,"CONFIRMED"
9973109,"CONFIRMED"
6226290,"CONFIRMED"
9595827,"CONFIRMED"
9349482,"CONFIRMED"
4349442,"CANDIDATE"
4644952,"CONFIRMED"
2987027,"CONFIRMED"
4644952,"CONFIRMED"
4644952,"CONFIRMED"
8978528,"CONFIRMED"
8978528,"CONFIRMED"
9967771,"CONFIRMED"
11622600,"CONFIRMED"
10454632,"CONFIRMED"
10005788,"CONFIRMED"
10005788,"CANDIDATE"
10656508,"CANDIDATE"
5213902,"FALSE POSITIVE"
2832589,"CONFIRMED"
2438513,"CONFIRMED"
6356207,"CONFIRMED"
8564674,"CONFIRMED"
8564674,"CONFIRMED"
8578780,"CONFIRMED"
4544907,"CONFIRMED"
7761918,"CONFIRMED"
8240797,"CONFIRMED"
8240797,"CONFIRMED"
8164262,"FALSE POSITIVE"
6279974,"FALSE POSITIVE"
9455325,"CONFIRMED"
3098810,"CONFIRMED"
8367644,"CONFIRMED"
10332883,"CONFIRMED"
9071386,"FALSE POSITIVE"
9305831,"CONFIRMED"
2438513,"FALSE POSITIVE"
11656918,"CONFIRMED"
11656918,"CANDIDATE"
10844890,"CANDIDATE"
9536692,"FALSE POSITIVE"
4636578,"CONFIRMED"
4636578,"CONFIRMED"
4636578,"CONFIRMED"
11923284,"CONFIRMED"
9838975,"FALSE POSITIVE"
5621125,"CONFIRMED"
9872283,"CONFIRMED"
10666242,"FALSE POSITIVE"
8624520,"CANDIDATE"
7870032,"CONFIRMED"
9597058,"CONFIRMED"
4035640,"CONFIRMED"
6205228,"CONFIRMED"
11758544,"CONFIRMED"
4851530,"CANDIDATE"
4851530,"CANDIDATE"
3118797,"CONFIRMED"
7747425,"CONFIRMED"
6300348,"CANDIDATE"
7747425,"CONFIRMED"
7747425,"CONFIRMED"
7102316,"CONFIRMED"
7102316,"CONFIRMED"
9489524,"CONFIRMED"
9489524,"CONFIRMED"
5940165,"CONFIRMED"
8277797,"CONFIRMED"
8277797,"CONFIRMED"
5124667,"CONFIRMED"
2989404,"CONFIRMED"
2989404,"CONFIRMED"
11413812,"CONFIRMED"
9549648,"CONFIRMED"
10063802,"CONFIRMED"
11074178,"CONFIRMED"
11074178,"CONFIRMED"
11030475,"CANDIDATE"
5942808,"CONFIRMED"
6206214,"CONFIRMED"
8959839,"CONFIRMED"
7672097,"CONFIRMED"
6142862,"FALSE POSITIVE"
5599774,"CONFIRMED"
8099138,"CONFIRMED"
7033233,"CONFIRMED"
7033233,"CANDIDATE"
6383785,"CONFIRMED"
9411412,"CONFIRMED"
7008211,"CONFIRMED"
7620413,"CONFIRMED"
4545187,"CONFIRMED"
10854546,"CONFIRMED"
11774991,"CONFIRMED"
11774991,"CONFIRMED"
8261920,"CANDIDATE"
8261920,"CONFIRMED"
8261920,"CONFIRMED"
9112931,"CONFIRMED"
9071593,"CONFIRMED"
8126558,"CONFIRMED"
11811193,"CONFIRMED"
3734418,"CONFIRMED"
8681734,"CONFIRMED"
10232693,"FALSE POSITIVE"
10212441,"CONFIRMED"
6119141,"CANDIDATE"
8247771,"CONFIRMED"
8165946,"CONFIRMED"
12017109,"CONFIRMED"
9225395,"CONFIRMED"
10709622,"CONFIRMED"
11499228,"CONFIRMED"
9022166,"CONFIRMED"
10965588,"CONFIRMED"
10670119,"CONFIRMED"
10670119,"CONFIRMED"
4043443,"FALSE POSITIVE"
8491277,"CONFIRMED"
3734418,"CANDIDATE"
8613535,"CONFIRMED"
12256520,"CONFIRMED"
3337432,"FALSE POSITIVE"
5629538,"CONFIRMED"
8561231,"CONFIRMED"
8235924,"CONFIRMED"
6941084,"CONFIRMED"
6200235,"CONFIRMED"
11460462,"CONFIRMED"
8612275,"CONFIRMED"
8612275,"CONFIRMED"
7207061,"CONFIRMED"
4545187,"CONFIRMED"
7286911,"CONFIRMED"
8591173,"CONFIRMED"
6962109,"CONFIRMED"
5706595,"CONFIRMED"
5706595,"CONFIRMED"
10489345,"CONFIRMED"
11774303,"FALSE POSITIVE"
10329469,"CONFIRMED"
9654875,"CANDIDATE"
9717943,"CONFIRMED"
8026752,"CONFIRMED"
1872821,"CONFIRMED"
8013439,"CONFIRMED"
8013439,"CONFIRMED"
8013439,"CONFIRMED"
7207061,"CONFIRMED"
6921944,"CONFIRMED"
9532052,"CONFIRMED"
8164012,"CONFIRMED"
4140813,"CONFIRMED"
8611781,"CONFIRMED"
3097926,"CANDIDATE"
10518424,"CANDIDATE"
5730445,"CANDIDATE"
5601258,"CONFIRMED"
7960980,"CONFIRMED"
8107225,"CONFIRMED"
3458028,"CONFIRMED"
3342794,"CONFIRMED"
3342794,"CONFIRMED"
5716932,"CONFIRMED"
11288051,"CONFIRMED"
7515670,"FALSE POSITIVE"
11566256,"CONFIRMED"
8495415,"CONFIRMED"
4055304,"CONFIRMED"
4857213,"CONFIRMED"
9415108,"CONFIRMED"
4262581,"CONFIRMED"
8591693,"CONFIRMED"
4833421,"CONFIRMED"
8282651,"CONFIRMED"
3548044,"CONFIRMED"
11401767,"CONFIRMED"
10909127,"CONFIRMED"
3661886,"CONFIRMED"
3661886,"CONFIRMED"
2439243,"CONFIRMED"
9221517,"CONFIRMED"
6751874,"CONFIRMED"
10863608,"CONFIRMED"
5602588,"CONFIRMED"
11288051,"CONFIRMED"
5602588,"CANDIDATE"
5385304,"CANDIDATE"
5547480,"FALSE POSITIVE"
11462341,"CANDIDATE"
9405595,"CONFIRMED"
3546060,"CONFIRMED"
7019489,"FALSE POSITIVE"
2141783,"FALSE POSITIVE"
4144576,"CONFIRMED"
8494542,"CONFIRMED"
9992325,"CONFIRMED"
11073656,"CANDIDATE"
10206675,"FALSE POSITIVE"
9945370,"CONFIRMED"
3832716,"FALSE POSITIVE"
8453211,"FALSE POSITIVE"
8973129,"CONFIRMED"
12505654,"CONFIRMED"
7215678,"CANDIDATE"
11670125,"CONFIRMED"
11461844,"CONFIRMED"
7449554,"CANDIDATE"
9351920,"CONFIRMED"
2161536,"CONFIRMED"
10549023,"CONFIRMED"
9661979,"CONFIRMED"
8219268,"CONFIRMED"
10531955,"CONFIRMED"
4833421,"CONFIRMED"
8168187,"CONFIRMED"
4142847,"CONFIRMED"
10203349,"CONFIRMED"
9718066,"CONFIRMED"
3440978,"CANDIDATE"
3867615,"CONFIRMED"
12121570,"CONFIRMED"
8410415,"CONFIRMED"
7987866,"CONFIRMED"
9532710,"CANDIDATE"
11560897,"CONFIRMED"
11342416,"CONFIRMED"
9086251,"CONFIRMED"
4254466,"CONFIRMED"
5801571,"FALSE POSITIVE"
9904006,"CONFIRMED"
5288570,"FALSE POSITIVE"
9364609,"CONFIRMED"
7457296,"CONFIRMED"
10328458,"CONFIRMED"
7050060,"FALSE POSITIVE"
4248120,"CONFIRMED"
9580992,"CANDIDATE"
8321314,"CONFIRMED"
6934986,"CANDIDATE"
4049901,"CANDIDATE"
11498128,"CONFIRMED"
8041216,"CONFIRMED"
11824786,"CONFIRMED"
12254909,"CONFIRMED"
10798331,"CANDIDATE"
9364290,"CONFIRMED"
9364290,"CONFIRMED"
5022828,"CONFIRMED"
8233702,"CONFIRMED"
11403339,"CONFIRMED"
8260902,"CONFIRMED"
8381204,"CONFIRMED"
12058204,"CONFIRMED"
12058204,"CONFIRMED"
4833421,"CONFIRMED"
5357545,"CONFIRMED"
6871071,"CONFIRMED"
5342473,"CONFIRMED"
9334893,"CANDIDATE"
9963265,"CONFIRMED"
10583761,"CONFIRMED"
7542813,"CONFIRMED"
12058147,"CONFIRMED"
8164257,"CONFIRMED"
8164257,"CONFIRMED"
8164257,"CONFIRMED"
10593759,"FALSE POSITIVE"
6774537,"CONFIRMED"
10404582,"CONFIRMED"
5959753,"CONFIRMED"
6021193,"CONFIRMED"
6021193,"CONFIRMED"
6871071,"CONFIRMED"
6871071,"CONFIRMED"
6287313,"CONFIRMED"
9289704,"CANDIDATE"
9278725,"CONFIRMED"
4458082,"CONFIRMED"
8042453,"CONFIRMED"
10874215,"CONFIRMED"
6666233,"FALSE POSITIVE"
7661065,"FALSE POSITIVE"
3937519,"CONFIRMED"
8866137,"CONFIRMED"
10857519,"CONFIRMED"
9517393,"CONFIRMED"
9351316,"CONFIRMED"
6021193,"CONFIRMED"
10617017,"CONFIRMED"
3229150,"CONFIRMED"
7989422,"FALSE POSITIVE"
9641481,"CONFIRMED"
8892157,"CONFIRMED"
8892157,"CANDIDATE"
11569782,"CONFIRMED"
4833421,"CONFIRMED"
11520459,"CANDIDATE"
7219825,"CONFIRMED"
3749978,"CONFIRMED"
10010440,"CONFIRMED"
11718144,"CONFIRMED"
4247991,"CANDIDATE"
4247991,"CANDIDATE"
10026544,"CANDIDATE"
9473078,"CONFIRMED"
10864531,"CONFIRMED"
10864531,"CONFIRMED"
2853780,"CANDIDATE"
9472000,"CONFIRMED"
